"Mod name","Registry name","Display name","Recipe name","Tags"
"Cognition","experienceobelisk:cognitive_alloy_block","Block of Cognitive Alloy","experienceobelisk:cognitive_alloy_block","?"
"Cognition","experienceobelisk:cognitive_amalgam","Cognitive Amalgam","experienceobelisk:cognitive_amalgam_blasting","?"
"Cognition","experienceobelisk:cognitive_amalgam","Cognitive Amalgam","experienceobelisk:cognitive_amalgam_smelting","?"
"Cognition","experienceobelisk:cognitive_axe","Cognitive Axe","experienceobelisk:cognitive_axe","?"
"Cognition","experienceobelisk:cognitive_crystal","Cognitive Crystal","experienceobelisk:cognitive_crystal","?"
"Cognition","experienceobelisk:cognitive_crystal","Cognitive Crystal","experienceobelisk:cognitive_crystal_from_block","?"
"Cognition","experienceobelisk:cognitive_crystal_block","Block of Cognitive Crystal","experienceobelisk:cognitive_crystal_block","?"
"Cognition","experienceobelisk:cognitive_flux","Cognitive Flux","experienceobelisk:cognitive_flux","?"
"Cognition","experienceobelisk:cognitive_hoe","Cognitive Hoe","experienceobelisk:cognitive_hoe","?"
"Cognition","experienceobelisk:cognitive_pickaxe","Cognitive Pickaxe","experienceobelisk:cognitive_pickaxe","?"
"Cognition","experienceobelisk:cognitive_shovel","Cognitive Shovel","experienceobelisk:cognitive_shovel","?"
"Cognition","experienceobelisk:cognitive_sword","Cognitive Sword","experienceobelisk:cognitive_sword","?"
"Cognition","experienceobelisk:enlightened_amulet","Enlightened Amulet","experienceobelisk:enlightened_amulet","?"
"Cognition","experienceobelisk:experience_fountain","Experience Fountain","experienceobelisk:experience_fountain","?"
"Cognition","experienceobelisk:experience_obelisk","Experience Obelisk","experienceobelisk:experience_obelisk","?"
"Cognition","experienceobelisk:precision_dispeller","Precision Dispeller","experienceobelisk:precision_dispeller","?"
"Comforts","comforts:hammock_black","Black Hammock Cloth","comforts:hammock_black","?"
"Comforts","comforts:hammock_black","Black Hammock Cloth","comforts:hammock_black_from_white","?"
"Comforts","comforts:hammock_blue","Blue Hammock Cloth","comforts:hammock_blue","?"
"Comforts","comforts:hammock_blue","Blue Hammock Cloth","comforts:hammock_blue_from_white","?"
"Comforts","comforts:hammock_brown","Brown Hammock Cloth","comforts:hammock_brown","?"
"Comforts","comforts:hammock_brown","Brown Hammock Cloth","comforts:hammock_brown_from_white","?"
"Comforts","comforts:hammock_cyan","Cyan Hammock Cloth","comforts:hammock_cyan","?"
"Comforts","comforts:hammock_cyan","Cyan Hammock Cloth","comforts:hammock_cyan_from_white","?"
"Comforts","comforts:hammock_gray","Gray Hammock Cloth","comforts:hammock_gray","?"
"Comforts","comforts:hammock_gray","Gray Hammock Cloth","comforts:hammock_gray_from_white","?"
"Comforts","comforts:hammock_green","Green Hammock Cloth","comforts:hammock_green","?"
"Comforts","comforts:hammock_green","Green Hammock Cloth","comforts:hammock_green_from_white","?"
"Comforts","comforts:hammock_light_blue","Light Blue Hammock Cloth","comforts:hammock_light_blue","?"
"Comforts","comforts:hammock_light_blue","Light Blue Hammock Cloth","comforts:hammock_light_blue_from_white","?"
"Comforts","comforts:hammock_light_gray","Light Gray Hammock Cloth","comforts:hammock_light_gray","?"
"Comforts","comforts:hammock_light_gray","Light Gray Hammock Cloth","comforts:hammock_light_gray_from_white","?"
"Comforts","comforts:hammock_lime","Lime Hammock Cloth","comforts:hammock_lime","?"
"Comforts","comforts:hammock_lime","Lime Hammock Cloth","comforts:hammock_lime_from_white","?"
"Comforts","comforts:hammock_magenta","Magenta Hammock Cloth","comforts:hammock_magenta","?"
"Comforts","comforts:hammock_magenta","Magenta Hammock Cloth","comforts:hammock_magenta_from_white","?"
"Comforts","comforts:hammock_orange","Orange Hammock Cloth","comforts:hammock_orange","?"
"Comforts","comforts:hammock_orange","Orange Hammock Cloth","comforts:hammock_orange_from_white","?"
"Comforts","comforts:hammock_pink","Pink Hammock Cloth","comforts:hammock_pink","?"
"Comforts","comforts:hammock_pink","Pink Hammock Cloth","comforts:hammock_pink_from_white","?"
"Comforts","comforts:hammock_purple","Purple Hammock Cloth","comforts:hammock_purple","?"
"Comforts","comforts:hammock_purple","Purple Hammock Cloth","comforts:hammock_purple_from_white","?"
"Comforts","comforts:hammock_red","Red Hammock Cloth","comforts:hammock_red","?"
"Comforts","comforts:hammock_red","Red Hammock Cloth","comforts:hammock_red_from_white","?"
"Comforts","comforts:hammock_white","White Hammock Cloth","comforts:hammock_white","?"
"Comforts","comforts:hammock_yellow","Yellow Hammock Cloth","comforts:hammock_yellow","?"
"Comforts","comforts:hammock_yellow","Yellow Hammock Cloth","comforts:hammock_yellow_from_white","?"
"Comforts","comforts:rope_and_nail","Rope and Nail","comforts:rope_and_nail","?"
"Comforts","comforts:rope_and_nail","Rope and Nail","comforts:rope_and_nail_shapeless","?"
"Comforts","comforts:sleeping_bag_black","Black Sleeping Bag","comforts:sleeping_bag_black","?"
"Comforts","comforts:sleeping_bag_black","Black Sleeping Bag","comforts:sleeping_bag_black_from_white","?"
"Comforts","comforts:sleeping_bag_blue","Blue Sleeping Bag","comforts:sleeping_bag_blue","?"
"Comforts","comforts:sleeping_bag_blue","Blue Sleeping Bag","comforts:sleeping_bag_blue_from_white","?"
"Comforts","comforts:sleeping_bag_brown","Brown Sleeping Bag","comforts:sleeping_bag_brown","?"
"Comforts","comforts:sleeping_bag_brown","Brown Sleeping Bag","comforts:sleeping_bag_brown_from_white","?"
"Comforts","comforts:sleeping_bag_cyan","Cyan Sleeping Bag","comforts:sleeping_bag_cyan","?"
"Comforts","comforts:sleeping_bag_cyan","Cyan Sleeping Bag","comforts:sleeping_bag_cyan_from_white","?"
"Comforts","comforts:sleeping_bag_gray","Gray Sleeping Bag","comforts:sleeping_bag_gray","?"
"Comforts","comforts:sleeping_bag_gray","Gray Sleeping Bag","comforts:sleeping_bag_gray_from_white","?"
"Comforts","comforts:sleeping_bag_green","Green Sleeping Bag","comforts:sleeping_bag_green","?"
"Comforts","comforts:sleeping_bag_green","Green Sleeping Bag","comforts:sleeping_bag_green_from_white","?"
"Comforts","comforts:sleeping_bag_light_blue","Light Blue Sleeping Bag","comforts:sleeping_bag_light_blue","?"
"Comforts","comforts:sleeping_bag_light_blue","Light Blue Sleeping Bag","comforts:sleeping_bag_light_blue_from_white","?"
"Comforts","comforts:sleeping_bag_light_gray","Light Gray Sleeping Bag","comforts:sleeping_bag_light_gray","?"
"Comforts","comforts:sleeping_bag_light_gray","Light Gray Sleeping Bag","comforts:sleeping_bag_light_gray_from_white","?"
"Comforts","comforts:sleeping_bag_lime","Lime Sleeping Bag","comforts:sleeping_bag_lime","?"
"Comforts","comforts:sleeping_bag_lime","Lime Sleeping Bag","comforts:sleeping_bag_lime_from_white","?"
"Comforts","comforts:sleeping_bag_magenta","Magenta Sleeping Bag","comforts:sleeping_bag_magenta","?"
"Comforts","comforts:sleeping_bag_magenta","Magenta Sleeping Bag","comforts:sleeping_bag_magenta_from_white","?"
"Comforts","comforts:sleeping_bag_orange","Orange Sleeping Bag","comforts:sleeping_bag_orange","?"
"Comforts","comforts:sleeping_bag_orange","Orange Sleeping Bag","comforts:sleeping_bag_orange_from_white","?"
"Comforts","comforts:sleeping_bag_pink","Pink Sleeping Bag","comforts:sleeping_bag_pink","?"
"Comforts","comforts:sleeping_bag_pink","Pink Sleeping Bag","comforts:sleeping_bag_pink_from_white","?"
"Comforts","comforts:sleeping_bag_purple","Purple Sleeping Bag","comforts:sleeping_bag_purple","?"
"Comforts","comforts:sleeping_bag_purple","Purple Sleeping Bag","comforts:sleeping_bag_purple_from_white","?"
"Comforts","comforts:sleeping_bag_red","Red Sleeping Bag","comforts:sleeping_bag_red","?"
"Comforts","comforts:sleeping_bag_red","Red Sleeping Bag","comforts:sleeping_bag_red_from_white","?"
"Comforts","comforts:sleeping_bag_white","White Sleeping Bag","comforts:sleeping_bag_white","?"
"Comforts","comforts:sleeping_bag_yellow","Yellow Sleeping Bag","comforts:sleeping_bag_yellow","?"
"Comforts","comforts:sleeping_bag_yellow","Yellow Sleeping Bag","comforts:sleeping_bag_yellow_from_white","?"
"Compressed Creativity","compressedcreativity:air_blower","Air Blower","compressedcreativity:crafting/air_blower","?"
"Compressed Creativity","compressedcreativity:black_plastic_bracket","Black Plastic Bracket","compressedcreativity:crafting/black_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:blue_plastic_bracket","Blue Plastic Bracket","compressedcreativity:crafting/blue_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:brass_coated_upgrade_matrix","Brass Coated Upgrade Matrix","compressedcreativity:compacting/brass_coated_upgrade_matrix","?"
"Compressed Creativity","compressedcreativity:brass_gilded_lapis_lazuli","Brass Gilded Lapis Lazuli","compressedcreativity:mixing/brass_gilded_lapis_lazuli","?"
"Compressed Creativity","compressedcreativity:brown_plastic_bracket","Brown Plastic Bracket","compressedcreativity:crafting/brown_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:compressed_air_engine","Compressed Air Engine","compressedcreativity:crafting/compressed_air_engine","?"
"Compressed Creativity","compressedcreativity:compressed_iron_casing","Compressed Iron Casing","compressedcreativity:item_application/compressed_iron_casing_from_log","?"
"Compressed Creativity","compressedcreativity:compressed_iron_casing","Compressed Iron Casing","compressedcreativity:item_application/compressed_iron_casing_from_wood","?"
"Compressed Creativity","compressedcreativity:cyan_plastic_bracket","Cyan Plastic Bracket","compressedcreativity:crafting/cyan_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:engine_rotor","Engine Rotor","compressedcreativity:crafting/engine_rotor","?"
"Compressed Creativity","compressedcreativity:gray_plastic_bracket","Gray Plastic Bracket","compressedcreativity:crafting/gray_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:green_plastic_bracket","Green Plastic Bracket","compressedcreativity:crafting/green_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:industrial_air_blower","Industrial Air Blower","compressedcreativity:crafting/industrial_air_blower","?"
"Compressed Creativity","compressedcreativity:light_blue_plastic_bracket","Light Blue Plastic Bracket","compressedcreativity:crafting/light_blue_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:light_gray_plastic_bracket","Light Gray Plastic Bracket","compressedcreativity:crafting/light_gray_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:lime_plastic_bracket","Lime Plastic Bracket","compressedcreativity:crafting/lime_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:magenta_plastic_bracket","Magenta Plastic Bracket","compressedcreativity:crafting/magenta_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:mechanical_visor_upgrade","Mechanical Visor Upgrade","compressedcreativity:crafting/mechanical_visor_upgrade","?"
"Compressed Creativity","compressedcreativity:mesh_dense","Dense Mesh","compressedcreativity:crafting/mesh_dense","?"
"Compressed Creativity","compressedcreativity:mesh_empty","Mesh Frame","compressedcreativity:crafting/mesh_empty","?"
"Compressed Creativity","compressedcreativity:mesh_haunted","Haunted Mesh","compressedcreativity:crafting/mesh_haunted","?"
"Compressed Creativity","compressedcreativity:mesh_woven","Woven Mesh","compressedcreativity:crafting/mesh_woven","?"
"Compressed Creativity","compressedcreativity:orange_plastic_bracket","Orange Plastic Bracket","compressedcreativity:crafting/orange_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:pink_plastic_bracket","Pink Plastic Bracket","compressedcreativity:crafting/pink_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:purple_plastic_bracket","Purple Plastic Bracket","compressedcreativity:crafting/purple_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:red_plastic_bracket","Red Plastic Bracket","compressedcreativity:crafting/red_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:rotational_compressor","Rotational Compressor","compressedcreativity:crafting/rotational_compressor","?"
"Compressed Creativity","compressedcreativity:white_plastic_bracket","White Plastic Bracket","compressedcreativity:crafting/white_plastic_bracket","?"
"Compressed Creativity","compressedcreativity:yellow_plastic_bracket","Yellow Plastic Bracket","compressedcreativity:crafting/yellow_plastic_bracket","?"
"Compressium","compressium:andesite_1","Compressed Block of Andesite (1x)","compressium:andesite_1","?"
"Compressium","compressium:andesite_1","Compressed Block of Andesite (1x)","compressium:andesite_2_uncraft","?"
"Compressium","compressium:andesite_2","Compressed Block of Andesite (2x)","compressium:andesite_2","?"
"Compressium","compressium:andesite_2","Compressed Block of Andesite (2x)","compressium:andesite_3_uncraft","?"
"Compressium","compressium:andesite_3","Compressed Block of Andesite (3x)","compressium:andesite_3","?"
"Compressium","compressium:andesite_3","Compressed Block of Andesite (3x)","compressium:andesite_4_uncraft","?"
"Compressium","compressium:andesite_4","Compressed Block of Andesite (4x)","compressium:andesite_4","?"
"Compressium","compressium:andesite_4","Compressed Block of Andesite (4x)","compressium:andesite_5_uncraft","?"
"Compressium","compressium:andesite_5","Compressed Block of Andesite (5x)","compressium:andesite_5","?"
"Compressium","compressium:andesite_5","Compressed Block of Andesite (5x)","compressium:andesite_6_uncraft","?"
"Compressium","compressium:andesite_6","Compressed Block of Andesite (6x)","compressium:andesite_6","?"
"Compressium","compressium:andesite_6","Compressed Block of Andesite (6x)","compressium:andesite_7_uncraft","?"
"Compressium","compressium:andesite_7","Compressed Block of Andesite (7x)","compressium:andesite_7","?"
"Compressium","compressium:andesite_7","Compressed Block of Andesite (7x)","compressium:andesite_8_uncraft","?"
"Compressium","compressium:andesite_8","Compressed Block of Andesite (8x)","compressium:andesite_8","?"
"Compressium","compressium:andesite_8","Compressed Block of Andesite (8x)","compressium:andesite_9_uncraft","?"
"Compressium","compressium:andesite_9","Compressed Block of Andesite (9x)","compressium:andesite_9","?"
"Compressium","compressium:clay_1","Compressed Clay (1x)","compressium:clay_1","?"
"Compressium","compressium:clay_1","Compressed Clay (1x)","compressium:clay_2_uncraft","?"
"Compressium","compressium:clay_2","Compressed Clay (2x)","compressium:clay_2","?"
"Compressium","compressium:clay_2","Compressed Clay (2x)","compressium:clay_3_uncraft","?"
"Compressium","compressium:clay_3","Compressed Clay (3x)","compressium:clay_3","?"
"Compressium","compressium:clay_3","Compressed Clay (3x)","compressium:clay_4_uncraft","?"
"Compressium","compressium:clay_4","Compressed Clay (4x)","compressium:clay_4","?"
"Compressium","compressium:clay_4","Compressed Clay (4x)","compressium:clay_5_uncraft","?"
"Compressium","compressium:clay_5","Compressed Clay (5x)","compressium:clay_5","?"
"Compressium","compressium:clay_5","Compressed Clay (5x)","compressium:clay_6_uncraft","?"
"Compressium","compressium:clay_6","Compressed Clay (6x)","compressium:clay_6","?"
"Compressium","compressium:clay_6","Compressed Clay (6x)","compressium:clay_7_uncraft","?"
"Compressium","compressium:clay_7","Compressed Clay (7x)","compressium:clay_7","?"
"Compressium","compressium:clay_7","Compressed Clay (7x)","compressium:clay_8_uncraft","?"
"Compressium","compressium:clay_8","Compressed Clay (8x)","compressium:clay_8","?"
"Compressium","compressium:clay_8","Compressed Clay (8x)","compressium:clay_9_uncraft","?"
"Compressium","compressium:clay_9","Compressed Clay (9x)","compressium:clay_9","?"
"Compressium","compressium:coal_1","Compressed Block of Coal (1x)","compressium:coal_1","?"
"Compressium","compressium:coal_1","Compressed Block of Coal (1x)","compressium:coal_2_uncraft","?"
"Compressium","compressium:coal_2","Compressed Block of Coal (2x)","compressium:coal_2","?"
"Compressium","compressium:coal_2","Compressed Block of Coal (2x)","compressium:coal_3_uncraft","?"
"Compressium","compressium:coal_3","Compressed Block of Coal (3x)","compressium:coal_3","?"
"Compressium","compressium:coal_3","Compressed Block of Coal (3x)","compressium:coal_4_uncraft","?"
"Compressium","compressium:coal_4","Compressed Block of Coal (4x)","compressium:coal_4","?"
"Compressium","compressium:coal_4","Compressed Block of Coal (4x)","compressium:coal_5_uncraft","?"
"Compressium","compressium:coal_5","Compressed Block of Coal (5x)","compressium:coal_5","?"
"Compressium","compressium:coal_5","Compressed Block of Coal (5x)","compressium:coal_6_uncraft","?"
"Compressium","compressium:coal_6","Compressed Block of Coal (6x)","compressium:coal_6","?"
"Compressium","compressium:coal_6","Compressed Block of Coal (6x)","compressium:coal_7_uncraft","?"
"Compressium","compressium:coal_7","Compressed Block of Coal (7x)","compressium:coal_7","?"
"Compressium","compressium:coal_7","Compressed Block of Coal (7x)","compressium:coal_8_uncraft","?"
"Compressium","compressium:coal_8","Compressed Block of Coal (8x)","compressium:coal_8","?"
"Compressium","compressium:coal_8","Compressed Block of Coal (8x)","compressium:coal_9_uncraft","?"
"Compressium","compressium:coal_9","Compressed Block of Coal (9x)","compressium:coal_9","?"
"Compressium","compressium:cobblestone_1","Compressed Cobblestone (1x)","compressium:cobblestone_1","?"
"Compressium","compressium:cobblestone_1","Compressed Cobblestone (1x)","compressium:cobblestone_2_uncraft","?"
"Compressium","compressium:cobblestone_2","Compressed Cobblestone (2x)","compressium:cobblestone_2","?"
"Compressium","compressium:cobblestone_2","Compressed Cobblestone (2x)","compressium:cobblestone_3_uncraft","?"
"Compressium","compressium:cobblestone_3","Compressed Cobblestone (3x)","compressium:cobblestone_3","?"
"Compressium","compressium:cobblestone_3","Compressed Cobblestone (3x)","compressium:cobblestone_4_uncraft","?"
"Compressium","compressium:cobblestone_4","Compressed Cobblestone (4x)","compressium:cobblestone_4","?"
"Compressium","compressium:cobblestone_4","Compressed Cobblestone (4x)","compressium:cobblestone_5_uncraft","?"
"Compressium","compressium:cobblestone_5","Compressed Cobblestone (5x)","compressium:cobblestone_5","?"
"Compressium","compressium:cobblestone_5","Compressed Cobblestone (5x)","compressium:cobblestone_6_uncraft","?"
"Compressium","compressium:cobblestone_6","Compressed Cobblestone (6x)","compressium:cobblestone_6","?"
"Compressium","compressium:cobblestone_6","Compressed Cobblestone (6x)","compressium:cobblestone_7_uncraft","?"
"Compressium","compressium:cobblestone_7","Compressed Cobblestone (7x)","compressium:cobblestone_7","?"
"Compressium","compressium:cobblestone_7","Compressed Cobblestone (7x)","compressium:cobblestone_8_uncraft","?"
"Compressium","compressium:cobblestone_8","Compressed Cobblestone (8x)","compressium:cobblestone_8","?"
"Compressium","compressium:cobblestone_8","Compressed Cobblestone (8x)","compressium:cobblestone_9_uncraft","?"
"Compressium","compressium:cobblestone_9","Compressed Cobblestone (9x)","compressium:cobblestone_9","?"
"Compressium","compressium:copper_1","Compressed Block of Copper (1x)","compressium:copper_1","?"
"Compressium","compressium:copper_1","Compressed Block of Copper (1x)","compressium:copper_2_uncraft","?"
"Compressium","compressium:copper_2","Compressed Block of Copper (2x)","compressium:copper_2","?"
"Compressium","compressium:copper_2","Compressed Block of Copper (2x)","compressium:copper_3_uncraft","?"
"Compressium","compressium:copper_3","Compressed Block of Copper (3x)","compressium:copper_3","?"
"Compressium","compressium:copper_3","Compressed Block of Copper (3x)","compressium:copper_4_uncraft","?"
"Compressium","compressium:copper_4","Compressed Block of Copper (4x)","compressium:copper_4","?"
"Compressium","compressium:copper_4","Compressed Block of Copper (4x)","compressium:copper_5_uncraft","?"
"Compressium","compressium:copper_5","Compressed Block of Copper (5x)","compressium:copper_5","?"
"Compressium","compressium:copper_5","Compressed Block of Copper (5x)","compressium:copper_6_uncraft","?"
"Compressium","compressium:copper_6","Compressed Block of Copper (6x)","compressium:copper_6","?"
"Compressium","compressium:copper_6","Compressed Block of Copper (6x)","compressium:copper_7_uncraft","?"
"Compressium","compressium:copper_7","Compressed Block of Copper (7x)","compressium:copper_7","?"
"Compressium","compressium:copper_7","Compressed Block of Copper (7x)","compressium:copper_8_uncraft","?"
"Compressium","compressium:copper_8","Compressed Block of Copper (8x)","compressium:copper_8","?"
"Compressium","compressium:copper_8","Compressed Block of Copper (8x)","compressium:copper_9_uncraft","?"
"Compressium","compressium:copper_9","Compressed Block of Copper (9x)","compressium:copper_9","?"
"Compressium","compressium:diamond_1","Compressed Block of Diamond (1x)","compressium:diamond_1","?"
"Compressium","compressium:diamond_1","Compressed Block of Diamond (1x)","compressium:diamond_2_uncraft","?"
"Compressium","compressium:diamond_2","Compressed Block of Diamond (2x)","compressium:diamond_2","?"
"Compressium","compressium:diamond_2","Compressed Block of Diamond (2x)","compressium:diamond_3_uncraft","?"
"Compressium","compressium:diamond_3","Compressed Block of Diamond (3x)","compressium:diamond_3","?"
"Compressium","compressium:diamond_3","Compressed Block of Diamond (3x)","compressium:diamond_4_uncraft","?"
"Compressium","compressium:diamond_4","Compressed Block of Diamond (4x)","compressium:diamond_4","?"
"Compressium","compressium:diamond_4","Compressed Block of Diamond (4x)","compressium:diamond_5_uncraft","?"
"Compressium","compressium:diamond_5","Compressed Block of Diamond (5x)","compressium:diamond_5","?"
"Compressium","compressium:diamond_5","Compressed Block of Diamond (5x)","compressium:diamond_6_uncraft","?"
"Compressium","compressium:diamond_6","Compressed Block of Diamond (6x)","compressium:diamond_6","?"
"Compressium","compressium:diamond_6","Compressed Block of Diamond (6x)","compressium:diamond_7_uncraft","?"
"Compressium","compressium:diamond_7","Compressed Block of Diamond (7x)","compressium:diamond_7","?"
"Compressium","compressium:diamond_7","Compressed Block of Diamond (7x)","compressium:diamond_8_uncraft","?"
"Compressium","compressium:diamond_8","Compressed Block of Diamond (8x)","compressium:diamond_8","?"
"Compressium","compressium:diamond_8","Compressed Block of Diamond (8x)","compressium:diamond_9_uncraft","?"
"Compressium","compressium:diamond_9","Compressed Block of Diamond (9x)","compressium:diamond_9","?"
"Compressium","compressium:diorite_1","Compressed Block of Diorite (1x)","compressium:diorite_1","?"
"Compressium","compressium:diorite_1","Compressed Block of Diorite (1x)","compressium:diorite_2_uncraft","?"
"Compressium","compressium:diorite_2","Compressed Block of Diorite (2x)","compressium:diorite_2","?"
"Compressium","compressium:diorite_2","Compressed Block of Diorite (2x)","compressium:diorite_3_uncraft","?"
"Compressium","compressium:diorite_3","Compressed Block of Diorite (3x)","compressium:diorite_3","?"
"Compressium","compressium:diorite_3","Compressed Block of Diorite (3x)","compressium:diorite_4_uncraft","?"
"Compressium","compressium:diorite_4","Compressed Block of Diorite (4x)","compressium:diorite_4","?"
"Compressium","compressium:diorite_4","Compressed Block of Diorite (4x)","compressium:diorite_5_uncraft","?"
"Compressium","compressium:diorite_5","Compressed Block of Diorite (5x)","compressium:diorite_5","?"
"Compressium","compressium:diorite_5","Compressed Block of Diorite (5x)","compressium:diorite_6_uncraft","?"
"Compressium","compressium:diorite_6","Compressed Block of Diorite (6x)","compressium:diorite_6","?"
"Compressium","compressium:diorite_6","Compressed Block of Diorite (6x)","compressium:diorite_7_uncraft","?"
"Compressium","compressium:diorite_7","Compressed Block of Diorite (7x)","compressium:diorite_7","?"
"Compressium","compressium:diorite_7","Compressed Block of Diorite (7x)","compressium:diorite_8_uncraft","?"
"Compressium","compressium:diorite_8","Compressed Block of Diorite (8x)","compressium:diorite_8","?"
"Compressium","compressium:diorite_8","Compressed Block of Diorite (8x)","compressium:diorite_9_uncraft","?"
"Compressium","compressium:diorite_9","Compressed Block of Diorite (9x)","compressium:diorite_9","?"
"Compressium","compressium:dirt_1","Compressed Block of Dirt (1x)","compressium:dirt_1","?"
"Compressium","compressium:dirt_1","Compressed Block of Dirt (1x)","compressium:dirt_2_uncraft","?"
"Compressium","compressium:dirt_2","Compressed Block of Dirt (2x)","compressium:dirt_2","?"
"Compressium","compressium:dirt_2","Compressed Block of Dirt (2x)","compressium:dirt_3_uncraft","?"
"Compressium","compressium:dirt_3","Compressed Block of Dirt (3x)","compressium:dirt_3","?"
"Compressium","compressium:dirt_3","Compressed Block of Dirt (3x)","compressium:dirt_4_uncraft","?"
"Compressium","compressium:dirt_4","Compressed Block of Dirt (4x)","compressium:dirt_4","?"
"Compressium","compressium:dirt_4","Compressed Block of Dirt (4x)","compressium:dirt_5_uncraft","?"
"Compressium","compressium:dirt_5","Compressed Block of Dirt (5x)","compressium:dirt_5","?"
"Compressium","compressium:dirt_5","Compressed Block of Dirt (5x)","compressium:dirt_6_uncraft","?"
"Compressium","compressium:dirt_6","Compressed Block of Dirt (6x)","compressium:dirt_6","?"
"Compressium","compressium:dirt_6","Compressed Block of Dirt (6x)","compressium:dirt_7_uncraft","?"
"Compressium","compressium:dirt_7","Compressed Block of Dirt (7x)","compressium:dirt_7","?"
"Compressium","compressium:dirt_7","Compressed Block of Dirt (7x)","compressium:dirt_8_uncraft","?"
"Compressium","compressium:dirt_8","Compressed Block of Dirt (8x)","compressium:dirt_8","?"
"Compressium","compressium:dirt_8","Compressed Block of Dirt (8x)","compressium:dirt_9_uncraft","?"
"Compressium","compressium:dirt_9","Compressed Block of Dirt (9x)","compressium:dirt_9","?"
"Compressium","compressium:emerald_1","Compressed Block of Emerald (1x)","compressium:emerald_1","?"
"Compressium","compressium:emerald_1","Compressed Block of Emerald (1x)","compressium:emerald_2_uncraft","?"
"Compressium","compressium:emerald_2","Compressed Block of Emerald (2x)","compressium:emerald_2","?"
"Compressium","compressium:emerald_2","Compressed Block of Emerald (2x)","compressium:emerald_3_uncraft","?"
"Compressium","compressium:emerald_3","Compressed Block of Emerald (3x)","compressium:emerald_3","?"
"Compressium","compressium:emerald_3","Compressed Block of Emerald (3x)","compressium:emerald_4_uncraft","?"
"Compressium","compressium:emerald_4","Compressed Block of Emerald (4x)","compressium:emerald_4","?"
"Compressium","compressium:emerald_4","Compressed Block of Emerald (4x)","compressium:emerald_5_uncraft","?"
"Compressium","compressium:emerald_5","Compressed Block of Emerald (5x)","compressium:emerald_5","?"
"Compressium","compressium:emerald_5","Compressed Block of Emerald (5x)","compressium:emerald_6_uncraft","?"
"Compressium","compressium:emerald_6","Compressed Block of Emerald (6x)","compressium:emerald_6","?"
"Compressium","compressium:emerald_6","Compressed Block of Emerald (6x)","compressium:emerald_7_uncraft","?"
"Compressium","compressium:emerald_7","Compressed Block of Emerald (7x)","compressium:emerald_7","?"
"Compressium","compressium:emerald_7","Compressed Block of Emerald (7x)","compressium:emerald_8_uncraft","?"
"Compressium","compressium:emerald_8","Compressed Block of Emerald (8x)","compressium:emerald_8","?"
"Compressium","compressium:emerald_8","Compressed Block of Emerald (8x)","compressium:emerald_9_uncraft","?"
"Compressium","compressium:emerald_9","Compressed Block of Emerald (9x)","compressium:emerald_9","?"
"Compressium","compressium:endstone_1","Compressed Block of Endstone (1x)","compressium:endstone_1","?"
"Compressium","compressium:endstone_1","Compressed Block of Endstone (1x)","compressium:endstone_2_uncraft","?"
"Compressium","compressium:endstone_2","Compressed Block of Endstone (2x)","compressium:endstone_2","?"
"Compressium","compressium:endstone_2","Compressed Block of Endstone (2x)","compressium:endstone_3_uncraft","?"
"Compressium","compressium:endstone_3","Compressed Block of Endstone (3x)","compressium:endstone_3","?"
"Compressium","compressium:endstone_3","Compressed Block of Endstone (3x)","compressium:endstone_4_uncraft","?"
"Compressium","compressium:endstone_4","Compressed Block of Endstone (4x)","compressium:endstone_4","?"
"Compressium","compressium:endstone_4","Compressed Block of Endstone (4x)","compressium:endstone_5_uncraft","?"
"Compressium","compressium:endstone_5","Compressed Block of Endstone (5x)","compressium:endstone_5","?"
"Compressium","compressium:endstone_5","Compressed Block of Endstone (5x)","compressium:endstone_6_uncraft","?"
"Compressium","compressium:endstone_6","Compressed Block of Endstone (6x)","compressium:endstone_6","?"
"Compressium","compressium:endstone_6","Compressed Block of Endstone (6x)","compressium:endstone_7_uncraft","?"
"Compressium","compressium:endstone_7","Compressed Block of Endstone (7x)","compressium:endstone_7","?"
"Compressium","compressium:endstone_7","Compressed Block of Endstone (7x)","compressium:endstone_8_uncraft","?"
"Compressium","compressium:endstone_8","Compressed Block of Endstone (8x)","compressium:endstone_8","?"
"Compressium","compressium:endstone_8","Compressed Block of Endstone (8x)","compressium:endstone_9_uncraft","?"
"Compressium","compressium:endstone_9","Compressed Block of Endstone (9x)","compressium:endstone_9","?"
"Compressium","compressium:gold_1","Compressed Block of Gold (1x)","compressium:gold_1","?"
"Compressium","compressium:gold_1","Compressed Block of Gold (1x)","compressium:gold_2_uncraft","?"
